Date,Tweet,Stock Name,Company Name,cleaned
2022-09-25 00:55:25+00:00,"Posted options flow data for $SPY $QQQ $IWM
More data will be shared tomorrow, give a ❤️ if you are following! Thank you!

$AMZN $AAPL $NFLX $GOOGL $BABA $META $SQ $SE $TTD $MA $V $TWLO $ETSY",NFLX,"Netflix, Inc.",post option flow data spy qqq iwm data share tomorrow give red heart follow thank amzn aapl nflx googl baba meta ttd twlo etsy
2022-09-24 18:29:00+00:00,"How to use @unusual_whales to make over 70% Day Trading $TSLA!

This video is a MUST WATCH! so you can learn to replicate!

📺Watch Video Here 👇
https://t.co/s0J7JLJiof

$SPX $SPY $SHOP $NVDA $AMZN $NFLX $ROKU $TSLA $NIO $XPEV $GME $AMC $BYND $QCOM $ABNB $MRNA $RBLX $UPST",NFLX,"Netflix, Inc.",use make day trading tsla video must watch learn replicate television watch video backhand index point spx spy shop nvda amzn nflx roku tsla nio xpev gme amc bynd qcom abnb mrna rblx upst
2022-09-24 17:54:35+00:00,"2022 Returns
$TWTR: -4%
$AAPL: -15%
$TSLA: -22%
$MSFT: -29%
$GOOG: -31%
$AMZN: -32%
$GME: -33%
$CRM: -42%
$TEAM: -43%
$SNOW: -49%
$ADBE: -50%
$MRNA: -51%
$AMD: -53%
$PYPL: -54%
$ETSY: -56%
$NVDA: -57%
$META: -58%
$ZM: -60%
$SPOT: -62%
$NFLX: -62%
$SQ: -65%
$SNAP: -78%
$SHOP: -79%",NFLX,"Netflix, Inc.",return twtr aapl tsla msft goog amzn gme crm team snow adbe mrna amd pypl etsy nvda meta spot nflx snap shop
2022-09-23 01:33:44+00:00,"If I had to guess ….Next $Fdx type play is $Nflx like last Friday 245c top watch for me 

$Cost watching for flush 

$Aapl 150/148 huge spots may have nice range 150 hold 153 pos , 150 break 148 fast big move 

$Sq huge spot breaks 56 &amp; 50 fast ,56  hold 58.98/60 

$Spy 373-378",NFLX,"Netflix, Inc.",guess next fdx type play nflx like last friday top watch cost watch flush aapl huge spot may nice range hold po break fast big move huge spot break fast hold spy
2022-09-22 21:51:28+00:00,"Year-to-Date performance:

1. $FB: -58%
2. $AMZN: -31%
3. $AAPL: -16%
4. $NFLX: -60%
5. $GOOGL: -31%
6. $MSFT: -28%
7. $TSLA: -28%
8. $F: -41%
9. $PYPL: -55%

All FAANG stocks, aside from $AAPL, are now in bear market territory.

The fact that $SPX isn’t down 30%+ is a miracle.",NFLX,"Netflix, Inc.",year-to-date performance amzn aapl nflx googl msft tsla pypl faang stock aside aapl bear market territory fact spx isn miracle
2022-09-22 17:22:15+00:00,"The average S&amp;P 500 stock is now 29% below its 52-week high, but these names are at 50%+.  $PYPL $NFLX $NVDA $META $ADBE $CRM https://t.co/H004yD9uxu",NFLX,"Netflix, Inc.",average stock week high name pypl nflx nvda meta adbe crm
2022-09-21 20:00:01+00:00,"Below are the top tech companies with the highest revenue per employee:

$COIN $NFLX $SQ $AAPL $SPOT $META $GOOGL $RBLX $AVGO $NVDA $ETSY $AMD $V $LRCX $TMUS https://t.co/MfRuVJpxcv",NFLX,"Netflix, Inc.",top tech company high revenue per employee coin nflx aapl spot meta googl rblx avgo nvda etsy amd lrcx tmus
2022-09-21 18:34:54+00:00,"NEW: Netflix famously loves data. So I asked former Netflix execs to break down how data impacts their decision to buy/produce a TV show or film, and how they work with (and sometimes butt heads with) Netflix's content analysts. $NFLX https://t.co/lAf3Rl5vwz",NFLX,"Netflix, Inc.",new netflix famously love data ask former netflix exec break data impact decision buy produce show film work sometimes butt head netflix's content analyst nflx
2022-09-21 01:09:04+00:00,$NFLX #NFLX Almost too perfect. https://t.co/mkAhZyqjpo,NFLX,"Netflix, Inc.",nflx nflx almost perfect
2022-09-20 23:06:33+00:00,"Dotcom bubbles 2.0 already happened but we just don’t see it 

$TSLA VS GROWTH STOCKS &amp; FAANG YoY

$TSLA ✅25.27%

$SE 🔻82.56%
$RBLX 🔻53.82%
$ROKU 🔻78.56%
$SQ 🔻75.54%
$TDOC 🔻78.75%

$FB 🔻59.13%
$AMZN 🔻26.91%
$AAPL ✅9.39%
$NFLX 🔻57.63%
$GOOGL 🔻27.25%",NFLX,"Netflix, Inc.",dotcom bubble already happen see tsla growth stock faang yoy tsla check mark button red triangle point rblx red triangle point roku red triangle point red triangle point tdoc red triangle point red triangle point amzn red triangle point aapl check mark button nflx red triangle point googl red triangle point
2022-09-20 18:54:04+00:00,"YTD returns 🩸

$AMZN -27%
$MSFT -29%
$GOOG -30%
$CRM -40%
$ISRG -45%
$WIX -48%
$IDXX -49%
$ADBE -49%
$NET -54%
$NVDA -55%
$META -57%
$SPOT -58%
$ZM -58%
$NFLX -60%
$MTCH -61%
$SQ -62%
$ASAN -67%
$ROKU -70%
$FVRR -72%
$TWLO -72%
$SE -74%
$U -75%
$SNAP -76%
$SHOP -78%
$CVNA -86%",NFLX,"Netflix, Inc.",ytd return rop blood amzn msft goog crm isrg wix idxx adbe net nvda meta spot nflx mtch asan roku fvrr twlo snap shop cvna
2022-09-20 01:30:00+00:00,"$NFLX Setting up for Round 2 with room to run! 👀 🏃‍♂️

https://t.co/QLVBH6zUCI",NFLX,"Netflix, Inc.",nflx set round room run eye man run
2022-09-19 17:27:39+00:00,"2022 Returns:

$TWTR: -4%
$TSLA: -13%
$AAPL: -14%
$AMZN: -26%
$MSFT: -27%
$GOOG: -29%
$CRM: -40%
$META: -57%
$SPOT: -58%
$ZM: -58%
$SQ: -60%
$NFLX: -61%
$SNAP: -77%
$SHOP: -77%
My Mike Tyson NFT: -99.8%

Who could have seen this coming?",NFLX,"Netflix, Inc.",return twtr tsla aapl amzn msft goog crm meta spot nflx snap shop mike tyson nft see come
2022-09-19 17:14:10+00:00,"2022 Returns
$TWTR: -4%
$TSLA: -13%
$AAPL: -14%
$GME: -23%
$AMZN: -26%
$MSFT: -27%
$GOOG: -29%
$TEAM: -37%
$CRM: -40%
$SNOW: -46%
$AMD: -47%
$ADBE: -48%
$PYPL: -50%
$ETSY: -50%
$MRNA: -51%
$NVDA: -55%
$META: -57%
$SPOT: -58%
$ZM: -58%
$SQ: -60%
$NFLX: -61%
$SNAP: -77%
$SHOP:-77%",NFLX,"Netflix, Inc.",return twtr tsla aapl gme amzn msft goog team crm snow amd adbe pypl etsy mrna nvda meta spot nflx snap shop
2022-09-19 15:24:25+00:00,"$NFLX #NFLX Tea, anyone? https://t.co/JCTMsyWTH6",NFLX,"Netflix, Inc.",nflx nflx tea anyone
2022-09-19 12:27:26+00:00,"Big week ahead, thanks for checking out the #stickynote 👀📈

$AMD lets stay in our lane, should be shorted against key $77 and $78 levels 💰

$NFLX wow, now we looking at $250, so strong, buy dips💪😎

$AMZN bad week, looks awful under $125, SS $124

$MSFT 52 week low $241.50 https://t.co/CUX7OzJEbI",NFLX,"Netflix, Inc.",big week ahead thanks check stickynote eye chart increase amd let stay lane short key level money bag nflx wow look strong buy dip flexed biceps smile face sunglass amzn bad week look awful msft week low
2022-09-19 06:30:23+00:00,"Since MicroStrategy adopted the #Bitcoin Standard:

$MSTR +67%
$BTC +65%
$GOOG +39%
$AAPL +34%
$ORCL +25%
$MSFT +18%
$SP 500 +15%
$IBM +5%
$NASDAQ +4%  $GOLD -17%, $BOND -18%, $AMZN -22%, $CRM -23%, $SILVER -32%, $META -44%, $SAP -47%, $NFLX -50%

Source : @saylor",NFLX,"Netflix, Inc.",since microstrategy adopt bitcoin standard mstr btc goog aapl orcl msft ibm nasdaq gold bond amzn crm silver meta sap nflx source
2022-09-18 15:42:28+00:00,"Share of US TV Time (8/2022).

• 35% Streaming 
• 35% Cable
• 22% Broadcast
• 9% Other (including gaming)

Streaming breakdown (35% of total):

• 7.6% Netflix $NFLX
• 7.6% YouTube $GOOG
• 3.7% Hulu
• 2.9% Prime Video $AMZN
• 1.9% Disney+ $DIS
• 11.5% Other Streaming https://t.co/YrETUpj64i",NFLX,"Netflix, Inc.",share time stream cable broadcast include game stream breakdown total netflix nflx youtube goog hulu prime video amzn disney dis stream
2022-09-18 15:06:57+00:00,"""Netflix has requested ad buyers submit initial bids next week, with a “soft $65 CPM”.""

Wow. $NFLX $MSFT

As a reference, here is US major media CPM from Solomon Partners. https://t.co/O0EbTH35yc",NFLX,"Netflix, Inc.",netflix request buyer submit initial bid next week soft cpm wow nflx msft reference major medium cpm solomon partner
2022-09-18 13:48:14+00:00,"below includes: dynamic yield curve vs stocks 

Performance charts between all faang names + $SPY 

ALL the $SPX subsectors so you can see what's strongest and weakest sectors 

All 30 DOW names to glance at $wmt $aapl $meta $xlf $xle $xlk $xlb $xlu $nflx $tsla https://t.co/kTXjPppi8e",NFLX,"Netflix, Inc.",include dynamic yield curve stock performance chart faang name spy spx subsectors see what's strong weak sector dow name glance wmt aapl meta xlf xle xlk xlb xlu nflx tsla
2022-09-18 13:07:28+00:00,"$NFLX has been consolidating for a while and been one of the stronger FAANG names ,big vol came in thurs-fri 

had news for ads on wed.....needs 250 break for move into gap fill upside is 240 / 245 / 250 ....gap 
down is 230 / 227 / 225 IMO https://t.co/LMBr2em9CC",NFLX,"Netflix, Inc.",nflx consolidate one strong faang name big vol come thurs-fri news ad wed need break move gap fill upside gap imo
2022-09-17 16:36:23+00:00,Maybe first YouTube back I go over how I found $Nflx 240c yesterday at .13 that ran to 1.30 in minutes ?? Using vol / price action and premiums ….or not worth it??,NFLX,"Netflix, Inc.",maybe first youtube back found nflx yesterday ran minute use vol price action premium not worth
2022-09-17 01:21:00+00:00,"Tell me the top on $orcl …. Now tell me.11-2.50 

I been doing this free for way to long 

Put some respect on me or I sell out go paid n trade risk free 😭😭😭😭

$orcl hasn’t see 100 since btw 

$nflx 13-130$ today 
$coin .14-.30 
$gme .12-.28 today 
$shop .25-1.2 
All typed https://t.co/uvm5qvopLb https://t.co/w8y5BC3fle",NFLX,"Netflix, Inc.",tell top orcl tell free way long put respect sell paid trade risk free loudly cry face loudly cry face loudly cry face loudly cry face orcl hasn see since btw nflx today coin gme today shop typed
2022-09-17 01:04:39+00:00,"You can pump pennies ….or you can wait for beautiful option plays n turn 13$-130$ in minutes when a stock like $nflx goes 5$ n itm

Don’t be scoundrels…ps look at time of tweet and time on my fill ….posted than bought 

Do the right thing n don’t put followers in jeopardy 🤞 https://t.co/zwm2rjalwB",NFLX,"Netflix, Inc.",pump penny wait beautiful option play turn minute stock like nflx go itm scoundrel look time tweet time fill post bought right thing put follower jeopardy cross finger
2022-09-16 21:54:26+00:00,"All of these went at least 100% 

$coin / $gme both 120% or so 

$shop 3-400% 

$Nflx 1000-1500% 

What a day , what a week. 

Love y’all 💜 https://t.co/fD7P1p39Nx",NFLX,"Netflix, Inc.",go least coin gme shop nflx day week love urple heart
2022-09-16 21:32:21+00:00,"Anyone use my Twtr today or this week to catch any baggers ?? 
$nflx 240c 10-15x / $gmr 29c .12-.28 / $Coin 72p .14-.30 / $shop 33p .25-1.20+ from yesterday or any of my $Spx spots ?? 

More work but if helps a few ppl I’ll keep doing it",NFLX,"Netflix, Inc.",anyone use twtr today week catch bagger nflx gmr coin shop yesterday spx spot work help ppl keep
2022-09-16 20:01:48+00:00,"$coin 1x 
$gme 1x 
$nflx 10-15x or 1000-1500% in minutes 

Lost on a $Spx scalp and $dis alone 

Have a great week, hoped the plays on Twtr helped ! 🐸💜 https://t.co/KGuiDh8Tiq",NFLX,"Netflix, Inc.",coin gme nflx minute lose spx scalp dis alone great week hop play twtr help frog purple heart
2022-09-16 17:07:42+00:00,"$nflx was spoon feed cons went itm from 5.5$ otm in minutes 

Contracts went 10x 

Where do they do this ?? Nowhere 

GG maybe I post one more spoon fed play 

$spy https://t.co/vxXZG4OlNp",NFLX,"Netflix, Inc.",nflx spoon feed con go itm otm minute contract go nowhere maybe post one spoon fed play spy
2022-09-16 16:52:36+00:00,"$coin posted p 110% 

$nflx 240c posted 10x

$shop 33p yesterday 3-4x 

Where do they do this n hm y’all pay for dogwater rooms?? https://t.co/JRd4PbcMCy",NFLX,"Netflix, Inc.",coin post nflx post shop yesterday pay dogwater room
2022-09-16 16:48:38+00:00,"1000% in minutes 

$nflx feed all of Twtr 

I do it for FREE https://t.co/xZ9nzxdMOe",NFLX,"Netflix, Inc.",minute nflx feed twtr free
2022-09-16 00:51:58+00:00,"Not only has $NFLX evolved into a cable network with ads, but $AMZN is doing sports with ads, $DIS created a Blockbuster new network, and $AAPL is increasingly competitive. Absurd new supply competing with $WBD and $PARA. 🪜🪜",NFLX,"Netflix, Inc.",not nflx evolve cable network ad amzn sport ad dis create blockbuster new network aapl increasingly competitive absurd new supply compete wbd para ladder ladder
2022-09-15 23:18:10+00:00,$NFLX I like this flow https://t.co/Yv8UleDPKE,NFLX,"Netflix, Inc.",nflx like flow
2022-09-15 22:08:23+00:00,NASDAQ heavyweights don't look pretty after hours .. except $NFLX https://t.co/96Va9MPpD4,NFLX,"Netflix, Inc.",nasdaq heavyweight don't look pretty hour except nflx
2022-09-15 19:49:51+00:00,"@netflix I’m a retail investor who likes a certain stock, I want the economy to do well, I’m patriotic and love America and the American people. 

This movie is gaslighting. I’m selling all my $NFLX shares now and will tell my stock investment group to avoid your stock.",NFLX,"Netflix, Inc.",retail investor like certain stock want economy well patriotic love america american people movie gaslighting sell nflx share tell stock investment group avoid stock
2022-09-15 16:35:00+00:00,"🚨🚨 Special MKT Call with @RiskReversal &amp; @karenfinerman is coming up at 1pm!

TOPICS:
- Where to find value in the market
- $ADBE deal
- $NFLX $EXPE $PYPL relative strength 
- Playing defense

Sponsored by @FactSet @SoFi 
Powered by @OpenExchangeTV https://t.co/X3SdrkQhOR",NFLX,"Netflix, Inc.",olice car light police car light special mkt call come topic find value market adbe deal nflx expe pypl relative strength play defense sponsor power
2022-09-15 13:27:23+00:00,$NFLX https://t.co/mRanYmAOZE,NFLX,"Netflix, Inc.",nflx
2022-09-12 14:14:35+00:00,"$AMZN will spend $15B on streaming content in ‘22 vs $14B at $NFLX.

$GOOG has largest video platform on the planet but only pays for content in form of rev share with creators (ie, all success based spend).

Streaming is an endless arms race getting more competitive by the year. https://t.co/YNNbnsf00K",NFLX,"Netflix, Inc.",amzn spend stream content nflx goog large video platform planet pay content form rev share creator success base spend stream endless arm race get competitive year
2022-09-11 19:36:07+00:00,"All charts &amp; trade ideas posted for the weekend.

Please check my pinned tweet &amp; have a great Sunday! 

Reviewed:
$SPY
$QQQ
$AAPL
$AMZN
$META
$NFLX
#Bitcoin  
#Ethereum  
$GOOG
$NVDA
$TSLA
$CGC
$COIN
$AMD
$RUN
$SNOW",NFLX,"Netflix, Inc.",chart trade idea post weekend please check pin tweet great sunday review spy qqq aapl amzn meta nflx bitcoin ethereum goog nvda tsla cgc coin amd run snow
2022-09-10 22:37:27+00:00,"I hope today's charts &amp; ideas were helpful!

Have a great night ✌️

Reviewed:
$SPY
$QQQ
$AAPL
$AMZN
$META
$NFLX
#Bitcoin 
#Ethereum  
$GOOG
$NVDA
$TSLA
$CGC
$COIN",NFLX,"Netflix, Inc.",hope today's chart idea helpful great night victory hand review spy qqq aapl amzn meta nflx bitcoin ethereum goog nvda tsla cgc coin
2022-09-10 10:30:00+00:00,"Here’s a look at which stocks have the most shares bought by insiders in the past month:

$NKLA $COUP $ROKU $AMD $INTU $Z $PINS $INTC $SYNA $NFLX $NOW $ACMR $QRVO $INSG $S https://t.co/XQV9gFvz93",NFLX,"Netflix, Inc.",look stock share bought insider past month nkla coup roku amd intu pin intc syna nflx acmr qrvo insg
2022-09-08 23:50:36+00:00,$NFLX is on heavy watch… Hit like and I’ll break down how to play it 🔫💥,NFLX,"Netflix, Inc.",nflx heavy watch hit like break play water pistol collision
2022-09-08 14:21:54+00:00,"One only need to look at the streaming wars to understand what is about to happen in the EV wars. $TSLA is $NFLX, owns the market and then comes alone legacy Disney, Paramount, Warner, and others and EVERYONE loses. But the big guy $NFLX ($TSLA) loses the most!! $TSLA $TSLAQ",NFLX,"Netflix, Inc.",one need look stream war understand happen war tsla nflx own market come alone legacy disney paramount warner others everyone loses big guy nflx tsla loses tsla tslaq
2022-09-08 04:08:00+00:00,"Netflix, $NFLX, is resurrecting the Teletubbies with a new series. https://t.co/ZcsqAS12m8",NFLX,"Netflix, Inc.",netflix nflx resurrect teletubbies new series
2022-09-07 00:42:44+00:00,"2022 Returns
$TWTR: -11%
$AAPL: -13%
$TSLA: -22%
$MSFT: -24%
$AMZN: -24%
$GOOG: -26%
$GME: -32%
$ADBE: -35%
$TEAM: -40%
$CRM: -40%
$AMD: -45%
$MRNA: -49%
$SNOW: -50%
$PYPL: -51%
$META: -53%
$ETSY: -53%
$NVDA: -54%
$SPOT: -56%
$ZM: -56%
$SQ: -60%
$NFLX: -64%
$SNAP: -77%
$SHOP:-78%",NFLX,"Netflix, Inc.",return twtr aapl tsla msft amzn goog gme adbe team crm amd mrna snow pypl meta etsy nvda spot nflx snap shop
2022-09-07 00:37:50+00:00,"Here's the intro of today's #MarketOutlook video from 
@MarketScholars 

Watch the full video for free here:

https://t.co/uelcQlAzIx

Mentioned: $SPY $SPX $QQQ $IWM $RUT $USO $TNX $GLD $EEM $EFA $UUP $TYX $BTC $CMCSA $XLC $OKTA $ABBV $VZ $GOOGL $NFLX $ZS $TSLA $XLRE $LLY $TLT https://t.co/utlVkBbcBt",NFLX,"Netflix, Inc.",here's intro today's marketoutlook video watch full video free mention spy spx qqq iwm rut uso tnx gld eem efa uup tyx btc cmcsa xlc okta abbv googl nflx tsla xlre lly tlt
2022-09-05 15:47:41+00:00,$NFLX possible next nvda 👁 https://t.co/dtbrOEiZ2Z,NFLX,"Netflix, Inc.",nflx possible next nvda eye
2022-09-03 12:43:45+00:00,"The heavy weights in 2022, YTD:

$NFLX -62.47%
$NVDA -53.58%
$META -52.34%
$GOOGL -25.54%
$AMZN -23.52%
$MSFT -23.37%
$TSLA -23.29%
$AAPL -11.89% https://t.co/EC7djnbOn0",NFLX,"Netflix, Inc.",heavy weight ytd nflx nvda meta googl amzn msft tsla aapl
2022-09-02 01:29:28+00:00,"$NFLX #NFLX Price at the apex of the symmetrical triangle w/ a close above the volume shelf...

May be my favorite setup into tomorrow. https://t.co/U1PgDhJtwj",NFLX,"Netflix, Inc.",nflx nflx price apex symmetrical triangle close volume shelf may favorite setup tomorrow
2022-09-01 06:58:00+00:00,"🐳 news:

- $NVDA, $AMD to stop selling chips to China, Russia
- SpaceX x NASA
- $NFLX ads
- S&amp;P500, Nasdaq, Dow largest August declines since 2015
- $MSTR tax evasion?
- $JPM raided in Frankfurt
- $BAC trial no down payment
- $BBBY changes
- Futures: https://t.co/nH5RI9muk7 https://t.co/QA2dT18DTj",NFLX,"Netflix, Inc.",spout whale news nvda amd stop sell chip china russia spacex nasa nflx ad nasdaq dow large august decline since mstr tax evasion jpm raid frankfurt bac trial payment bbby change future
2022-09-01 03:34:51+00:00,"2022 Returns
$TWTR: -10%
$AAPL: -11%
$MSFT: -22%
$TSLA: -22%
$GME: -23%
$AMZN: -24%
$GOOG: -25%
$ADBE: -34%
$TEAM: -35%
$CRM: -39%
$AMD: -41%
$SNOW: -47%
$MRNA: -48%
$NVDA: -49%
$PYPL: -50%
$META: -52%
$ETSY: -52%
$SPOT: -54%
$ZM: -56%
$SQ: -57%
$NFLX: -63%
$SNAP: -77%
$SHOP:-77%",NFLX,"Netflix, Inc.",return twtr aapl msft tsla gme amzn goog adbe team crm amd snow mrna nvda pypl meta etsy spot nflx snap shop
2022-09-01 01:19:41+00:00,Disney $DIS has surpassed $NFLX in subscribers! https://t.co/glySNHbfy5,NFLX,"Netflix, Inc.",disney dis surpass nflx subscriber
2022-08-31 21:19:40+00:00,"Netflix, $NFLX, will charge $65 per 1000 views to advertisers, per WSJ.",NFLX,"Netflix, Inc.",netflix nflx charge per view advertiser per wsj
2022-08-29 17:38:45+00:00,"The drop-off in growth for many megacap tech companies is simply stunning. Like $META going from 55%+ to shrinking revenues. Or $NVDA, which was fine, then went 💥, no growth! Calling this a year ago was perceived as being an absolute nutjob. And yet, here we are! 😏 $AMZN $NFLX https://t.co/O6J7adUWdu",NFLX,"Netflix, Inc.",drop-off growth many megacap tech company simply stun like meta go shrink revenue nvda fine go collision growth call year ago perceive absolute nutjob yet smirk face amzn nflx
2022-08-29 14:08:21+00:00,On this day in 1997 Netflix $NFLX was founded https://t.co/iud8NkWa2z,NFLX,"Netflix, Inc.",day netflix nflx found
2022-08-29 00:01:02+00:00,"$TSLA - Under 285 - Trade Idea 💡 - Sept 2 275P 

Closed at 288.09

TSLA under 285 can pull back to 280, 273

Puts can work under 285 or if TSLA pops to 296 and fails to hold 
-
$AAPL $ARKK $AMD $AMZN $BA $META $LCID $MSFT $NFLX $NIO $ES_F $NVDA $QQQ $MDB $SPX $SPY $TGT $ZM $G https://t.co/AiHcM3W5NY",NFLX,"Netflix, Inc.",tsla trade idea light bulb sept close tsla pull back put work tsla pop fails hold aapl arkk amd amzn meta lcid msft nflx nio es_f nvda qqq mdb spx spy tgt
2022-08-28 15:20:38+00:00,"💭 Lot of dirty looking charts:

Wedge Break down on $TSLA
Double top neckline loss on $NVDA
Island Tops on $MSFT $NFLX on many tech
$AMZN penetrating the earnings gap

Careful Snipers.",NFLX,"Netflix, Inc.",thought balloon lot dirty look chart wedge break tsla double top neckline loss nvda island top msft nflx many tech amzn penetrate earnings gap careful sniper
2022-08-27 22:27:02+00:00,"$NFLX Everyone in finance is underestimating the momentum of strengthening US Dollar.
 
Liquidity that fueled the rallies of last decade is about to get sucked back in.

I feel the need to repeat myself: Don't stand infront of a moving train. https://t.co/ehIXd8Jnpo",NFLX,"Netflix, Inc.",nflx everyone finance underestimate momentum strengthen dollar liquidity fuel rally last decade get suck back feel need repeat don't stand infront move train
2022-08-26 11:09:56+00:00,"Goldman’s hedge fund top holdings list based on 589 funds. FAAMG still dominating, and $AMZN the #1 holding. $UBER now in the top 10. Three energy names the top YTD performers while $NFLX $META and $PYPL at the bottom (total returns as of Aug 18). https://t.co/iFeaj2vgF3",NFLX,"Netflix, Inc.",goldman hedge fund top holding list base fund faamg still dominate amzn hold uber top three energy name top ytd performer nflx meta pypl bottom total return aug
2022-08-25 01:53:36+00:00,"Worst performing large cap stocks so far in 2022

Snapchat $SNAP -76.9%
Shopify $SHOP -75.8%
Twilio $TWLO -72.3%
AppLovin $APP -72%
Coinbase $COIN -71.7%
Sea Limited $SE -71.1%
Affirm $AFRM -69.9%
$ROKU -69.8%
Rivian $RIVN -68.6%
Unity $U -68%
$XPEV -62.1%
Netflix $NFLX -61.9%",NFLX,"Netflix, Inc.",bad perform large cap stock far snapchat snap shopify shop twilio twlo applovin app coinbase coin sea limited affirm afrm roku rivian rivn unity xpev netflix nflx
2022-08-24 23:36:03+00:00,"8/25/22 Stock Options Trading Watchlist 🤑

$AMD 95/96c  $91.6
$NFLX 220p &lt; $231.2

Two plays on deck, keeping it simple as the markets ebb and flow within range. Will revisit and revise where needed in the AM. #stocks #optionstrading https://t.co/DidFODTgEL",NFLX,"Netflix, Inc.",stock option trading watchlist money-mouth face amd nflx two play deck keep simple market ebb flow within range revisit revise need stock optionstrading
2022-08-23 23:04:59+00:00,"Bought me another home in cash, I would like to thank $CCL $TSLA $LCID $NFLX. Plus my boys @ATL_EN @StockSwingAlert @The_RockTrading and @TheRealDrip2Rip on some stock tips. Next buy possibly another aircraft? Yep 🤣🤣🤣🤣🤣🤣 https://t.co/Ypw0ebt3g9",NFLX,"Netflix, Inc.",bought another home cash would like thank ccl tsla lcid nflx plus boy stock tip next buy possibly another aircraft yep roll floor laugh roll floor laugh roll floor laugh roll floor laugh roll floor laugh roll floor laugh
