Date,Tweet,Stock Name,Company Name,cleaned
2022-08-29 00:01:02+00:00,"$TSLA - Under 285 - Trade Idea 💡 - Sept 2 275P 

Closed at 288.09

TSLA under 285 can pull back to 280, 273

Puts can work under 285 or if TSLA pops to 296 and fails to hold 
-
$AAPL $ARKK $AMD $AMZN $BA $META $LCID $MSFT $NFLX $NIO $ES_F $NVDA $QQQ $MDB $SPX $SPY $TGT $ZM $G https://t.co/AiHcM3W5NY",BA,The Boeing Company,tsla trade idea light bulb sept close tsla pull back put work tsla pop fails hold aapl arkk amd amzn meta lcid msft nflx nio es_f nvda qqq mdb spx spy tgt
2022-08-26 01:14:48+00:00,"8/26 Options Trading Watchlist:

$BA 167.5P &lt; 169
$SNOW 200C &gt; 196.5

Also seeing good flow on retail names $WMT $COST $TGT. $TSLA was very weak and PUT flow on there. 

Let me know if this is helpful with a ❤️ &amp; 🔄 if you like the ideas. So I know I can continue these. https://t.co/8jJ5o4SlgL",BA,The Boeing Company,option trading watchlist snow also see good flow retail name wmt cost tgt tsla weak put flow let know helpful red heart counterclockwise arrow button like idea know continue
2022-08-25 00:39:11+00:00,"⚡️Watchlist for 8/25/22⚡️

✅ $SPY 
📈Calls Over 416.78
📉Puts Under 410
💻 $XOM
📈Calls Over 99
📉Puts Under 97.35
🚗 $TSLA
📈Calls Over 900
📉Puts Under 888
🖨️ $QQQ
📈Calls Over 317
📉Puts Under 313
💸 $BA 
📈Calls Over 164.25
📈Puts Under 163.4

🔒BE READY WITH NOTIS ON 💸",BA,The Boeing Company,high voltage ️watchlist high voltage check mark button spy chart increase call chart decrease ut laptop xom chart increase call chart decrease ut automobile tsla chart increase call chart decrease ut rinter qqq chart increase call chart decrease ut money wing chart increase call chart increase ut lock ready notis money wing
2022-08-19 15:22:05+00:00,Two pilots in a $BA 737 fell asleep and overflew a runway in Ethiopia,BA,The Boeing Company,two pilot fell asleep overflew runway ethiopia
2022-08-15 00:01:01+00:00,"$TSLA - Over 900 - Trade Idea 💡 - Aug 19th 970C

Closed at 900.09

If TSLA can hold above 900 this week it should test 945-964 next

Calls can work above 900 or 915
-
$AAPL $ARKK $AMD $AMZN $BA $META $LCID $MSFT $NFLX $NIO $ES_F $NVDA $QQQ $MDB $F $SPX $SPY $TGT $ZM $LMT https://t.co/VrNlYGaLr5",BA,The Boeing Company,tsla trade idea light bulb aug close tsla hold week test next call work aapl arkk amd amzn meta lcid msft nflx nio es_f nvda qqq mdb spx spy tgt lmt
2022-08-12 01:34:34+00:00,"DISCLAIMER: HIGH RISK #LottoFriday 

Keep bets small. Risk what you can lose.

$BA 172.5C &gt;171.76 | 165P &lt;167.05
$CHWY 50C &gt;48.95 | 46P &lt;47.58
$COST 540C &gt;540.88 | 530P &lt;531.89

Good luck everyone! 🎲 https://t.co/6PVpbGVtlc",BA,The Boeing Company,disclaimer high risk lottofriday keep bet small risk lose chwy cost good luck everyone game die
2022-08-11 13:52:43+00:00,$BA delivers first 787 to $AAL after 14 month delay.  Production will restart at a very low rate but eventually get to 5/month.  Positive for FCF turn.  Let the upgrades begin.,BA,The Boeing Company,delivers first aal month delay production restart low rate eventually get month positive fcf turn let upgrade begin
2022-08-11 00:05:20+00:00,"Watchlist for 8-12-22:

$META
Entry: Above $178
Target: $181
Stop: Below $176

$BA
Entry: Above $169
Target: $171
Stop: Below $168

$COST
Entry: Above $540
Target: $550
Stop: Below $537",BA,The Boeing Company,watchlist meta entry target stop entry target stop cost entry target stop
2022-08-08 18:03:14+00:00,"Called $Pypl news before news hit stock gapped 15$ 

Called $Ba news before dropped stock gapped 6$ in minutes 

Called so many more similar plays ….🔮🐸

Hope I’ve helped a few ppl make some money.",BA,The Boeing Company,call pypl news news hit stock gapped call news drop stock gapped minute call many similar play crystal ball frog hope help ppl make money
2022-08-08 00:00:06+00:00,"$AMD - Over 105 - Trade Idea 💡 - Aug 12 108C

Closed at 102.31

AMD above 105 can test 109, 114 this week 

I would avoid calls and puts in the 97-102 range 

Puts can work under 95
-
$AAPL $ARKK $AMZN $BA $META $LCID $MSFT $CRWD $NIO $ES_F $NVDA $QQQ $MDB $SPX $SPY $TSLA $ZM https://t.co/SYhEGpUV2K",BA,The Boeing Company,amd trade idea light bulb aug close amd test week would avoid call put range put work aapl arkk amzn meta lcid msft crwd nio es_f nvda qqq mdb spx spy tsla
2022-08-07 23:51:35+00:00,"$BA daily looks amazing if it can break out of this flag, 172.50 calls for next week got loaded into the close, the quotes show this, sitting around .80 rn, and over 5 days have traded up to 4.80...I think a pop sends these towards 1.20-2.25 ish. Ill review the flow n chart at 8 https://t.co/YJaUyLUXml https://t.co/yZmd9NTVet",BA,The Boeing Company,daily look amaze break flag call next week get load close quote show sit around day trade think pop sends towards ish ill review flow chart
2022-08-07 15:45:36+00:00,"Find me a better daily chart than $BA steady grinding and consolidated up here. Break out of that flag and 172.5/175/180 fast IMO ...big mover. 

Falls out of that flag 162.50/160/158 
Looking for news on this behemoth ..if drops explodes 8-10 points in a day https://t.co/0G1QEtU8Np",BA,The Boeing Company,find well daily chart steady grind consolidated break flag fast imo big mover fall flag look news behemoth drop explodes point day
2022-08-02 04:22:20+00:00,"🔮1000% @BulITrades WL 🔮

$COIN Calls over 63.7 / Puts under 60.64 
$BA Calls over 169.52 / Puts under 168.74 
$SHOP Calls over 36.74 / Puts under 36.04 
$TSLA Calls over 900 / Puts under 885

100 ♥️ and ill alert to twitter ☢️ https://t.co/pZd7ffYXJt",BA,The Boeing Company,crystal ball crystal ball coin call put call put shop call put tsla call put heart suit ill alert twitter radioactive
2022-08-01 00:01:02+00:00,"$TSLA - Over 900 - Trade Idea 💡 - Aug 5th 950C

Closed at 891.45

TSLA defended 770 this week and moved to 894

Calls can work on an 851 back test for a bounce Or above 900 for a move to 915, 921
-
$AAPL $ARKK $AMD $AMZN $BA $LCID $MSFT $NFLX $NIO $ES_F $NVDA $QQQ $MDB $SPX $SPY https://t.co/lqu3FAnY2g",BA,The Boeing Company,tsla trade idea light bulb aug close tsla defend week move call work back test bounce move aapl arkk amd amzn lcid msft nflx nio es_f nvda qqq mdb spx spy
2022-07-31 23:01:03+00:00,"TW #FocusList 🛰️

$BA Calls &gt;163.34 | Puts &lt;152.8
$NVDA Calls &gt;182.44 | Puts &lt;174.4
$RBLX Calls &gt;44.5 | Puts &lt;39.39

Yellow = Trigger
Purple/Blue = Targets

Good luck traders! https://t.co/QFF7GTW7S4",BA,The Boeing Company,focuslist satellite call put nvda call put rblx call put yellow trigger purple blue target good luck trader
2022-07-30 14:19:10+00:00,$BA:  Finally - FAA Clearance to Restart 787 Dreamliner Delivery… Next up China recerts 737 Max.  https://t.co/f9z70aS2HE,BA,The Boeing Company,finally faa clearance restart dreamliner delivery next china recerts max
2022-07-27 01:00:01+00:00,"Earnings tomorrow:

$META META
$SHOP Shopify 
$SPOT Spotify 
$F Ford
$BA Boeing 
$QCOM Qualcomm",BA,The Boeing Company,earnings tomorrow meta meta shop shopify spot spotify ford boeing qcom qualcomm
2022-07-26 17:28:59+00:00,"#earnings before the open tomorrow 

https://t.co/lObOE0dgsr 

$SHOP $BA $SPOT $WM $TMUS $BMY $HLT $TECK $SHW $KHC $HUM $CCJ $HES $GD $CME $OTIS $TEVA $BSX $BG $GRMN $ADP $CHEF $R $UMC $AEP $ODFL $LW $AVY $GPC $IVZ $IEX $CPG $APH $RCI $NYCB $TMHC $NSC $PAG $ICL $SAIA $TDY $SHOO https://t.co/OUC6dSGG3z",BA,The Boeing Company,earnings open tomorrow shop spot tmus bmy hlt teck shw khc hum ccj he cme otis teva bsx grmn adp chef umc aep odfl avy gpc ivz iex cpg aph rci nycb tmhc nsc pag icl saia tdy shoo
2022-07-25 12:35:22+00:00,"💥Week Ahead:

*Mon: -
*Tues: Consumer Confidence, New Home Sales; $MSFT $GOOGL $V $UPS $KO $MCD
*Wed: Durable Goods, Pending Home Sales; Fed Rate Hike, Powell; $META $BA $F
*Thurs: Q2 GDP, Jobless Claims; $AAPL $AMZN $INTC $ROKU $LUV $MA
*Fri: PCE Inflation; $XOM $CVX $PG $CL https://t.co/CYf6mZzoF5",BA,The Boeing Company,collision week ahead mon tues consumer confidence new home sale msft googl ups mcd wed durable good pending home sale fed rate hike powell meta thurs gdp jobless claim aapl amzn intc roku luv fri pce inflation xom cvx
2022-07-25 02:18:02+00:00,"Big week ahead:

Eco:
Wed: FOMC (+75bp hike exp, Sept +75bp E)
Thur: 2Q GDP Thurs (+0.6%E, Atl Fed -1.6%E)

Earnings:
Tue: $MSFT $GOOG $CMG $V $GM $MCD $KO $UPS $GE
Wed: $META $BA $F $SPOT $QCOM $BMY $TDOC $ETSY
Thur: $AAPL $AMZN $INTL $MRK $VOW $ROKU $HOG $LUV $PFE
Fri: $PG $XOM",BA,The Boeing Company,big week ahead eco wed fomc hike exp sept thur gdp thurs atl fed earnings tue msft goog cmg mcd ups wed meta spot qcom bmy tdoc etsy thur aapl amzn intl mrk vow roku hog luv pfe fri xom
2022-07-24 20:12:05+00:00,"Could be a tough trading week with a ton of big tech earnings plus FOMC but we got this👨‍🚀
•
TUESDAY - $GOOGL $MSFT
WEDNESDAY - $SHOP $BA $META
THURSDAY - $AMZN $AAPL $ROKU
FRIDAY - $CVX $XOM https://t.co/8OLctDwomc",BA,The Boeing Company,tough trading week ton big tech earnings plus fomc get man astronaut tuesday googl msft wednesday shop meta thursday amzn aapl roku friday cvx xom
2022-07-24 18:37:56+00:00,"Most Anticipated Releases for the Week Beginning July 25, 2022

$AAPL $AMZN $BA $GOOGL $KO $META $MSFT $SHOP $UPS $XOM
https://t.co/xdWMTHjnP9 https://t.co/v0UCldAhB1",BA,The Boeing Company,anticipate release week begin july aapl amzn googl meta msft shop ups xom
2022-07-24 16:36:36+00:00,"💥This Week's Most Notable #Earnings:

*Mon: $WHR $NXPI $NEM
*Tues: $MSFT $GOOGL $V $UPS $KO $MCD $CMG $GM $GE $MMM $RTX
*Wed: $META $SHOP $ETSY $TDOC $SPOT $QCOM $BA $F
*Thurs: $AAPL $AMZN $INTC $ROKU $LUV $MA $PFE $MRK $TLRY $MO $X
*Fri: $XOM $CVX $PG $CL $ABBV $AZN

$SPY $QQQ https://t.co/Kl18VCIwCz",BA,The Boeing Company,collision week's notable earnings mon whr nxpi nem tues msft googl ups mcd cmg mmm rtx wed meta shop etsy tdoc spot qcom thurs aapl amzn intc roku luv pfe mrk tlry fri xom cvx abbv azn spy qqq
2022-07-24 16:30:00+00:00,"HUGE EARNINGS WEEK AHEAD HIGHLIGHTED THE ONES I AM WATCHING 

$AAPL $AMZN $META $INTC $MSFT $PFE $MA $SHOP $BA $TSM $V $UPS  $XOM $TDOC  $KO $F $ROKU $QCOM $TLRY $GM $GE $SPOT $MO $MCD $SPOT $RTX $WM $PG https://t.co/UFlosjuESy",BA,The Boeing Company,huge earnings week ahead highlight one watch aapl amzn meta intc msft pfe shop tsm ups xom tdoc roku qcom tlry spot mcd spot rtx
2022-07-24 13:33:38+00:00,"Big week ahead:

Eco:
Wed: FOMC (+75bp hike exp, Sept +75bp E)
Thur: 2Q GDP Thurs (+0.6%E, Atl Fed -1.6%E)

Earnings:
Tue: $MSFT $GOOG $CMG $V $GM $MCD $KO $UPS $GE
Wed: $META $BA $F $SPOT $QCOM $BMY $TDOC $ETSY
Thur: $AAPL $AMZN $INTL $MRK $VOW $ROKU $HOG $LUV $PFE
Fri: $PG $XOM",BA,The Boeing Company,big week ahead eco wed fomc hike exp sept thur gdp thurs atl fed earnings tue msft goog cmg mcd ups wed meta spot qcom bmy tdoc etsy thur aapl amzn intl mrk vow roku hog luv pfe fri xom
2022-07-24 13:01:00+00:00,"Earnings next week.

$NEM
$CDNS
$NXPI
$ARE
$BRO
$PKG
$PRM
$MSFT
$GOOGL
$V
$KO
$MCD
$UPS
$TXN
$RTX
$MDLZ
$CB
$MMM
$GE
$UBS
$GM
$META
$TMUS
$QCOM
$BMY
$BA
$F
$SHOP
$SPOT
$AAPL
$AMZN
$PFE
$MA
$MRK
$TMO
$INTC
$VALE
$ROKU
$XOM
$PG
$ABBV
$SONY
$CVX

&amp; many more

https://t.co/lNGVHenXDO",BA,The Boeing Company,earnings next week nem cdns nxpi bro pkg prm msft googl mcd ups txn rtx mdlz mmm ubs meta tmus qcom bmy shop spot aapl amzn pfe mrk tmo intc vale roku xom abbv sony cvx many
2022-07-24 12:46:06+00:00,"Happy Sunday!

*Here Are My #Top5ThingsToKnowThisWeek:

- Fed 75Bps Rate Hike
- Powell Press Conference
- U.S. PCE Inflation Data, Q2 GDP
- $AAPL $MSFT $GOOGL $AMZN $META Earnings
- $BA $UPS $MCD $KO $XOM $CVX $V $MA Results

*May The Trading Gods Be With You 🙏

$DIA $SPY $QQQ https://t.co/wCmyX1PmLq",BA,The Boeing Company,happy sunday topthingstoknowthisweek fed bps rate hike powell press conference pce inflation data gdp aapl msft googl amzn meta earnings ups mcd xom cvx result may trading god fold hand dia spy qqq
2022-07-23 18:25:39+00:00,"💥BIG WEEK OF Q2 EARNINGS AHEAD 👀👀

*Mon: -
*Tues: $GOOGL $MSFT $V $UPS $KO $MCD $GM
*Wed: $META $SHOP $BA $F
*Thurs: $AAPL $AMZN $INTC $PFE $MA
*Fri: $XOM $CVX

$DIA $SPY $QQQ $IWM $VIX https://t.co/4vAXUdXGFO",BA,The Boeing Company,collision big week earnings ahead eye eye mon tues googl msft ups mcd wed meta shop thurs aapl amzn intc pfe fri xom cvx dia spy qqq iwm vix
2022-07-23 13:01:00+00:00,"Earnings next week.

$NEM
$CDNS
$NXPI
$ARE
$BRO
$PKG
$PRM
$MSFT
$GOOGL
$V
$KO
$MCD
$UPS
$TXN
$RTX
$MDLZ
$CB
$MMM
$GE
$UBS
$GM
$META
$TMUS
$QCOM
$BMY
$BA
$F
$SHOP
$SPOT
$AAPL
$AMZN
$PFE
$MA
$MRK
$TMO
$INTC
$VALE
$ROKU
$XOM
$PG
$ABBV
$SONY
$CVX

&amp; many more

https://t.co/lNGVHeFz2o",BA,The Boeing Company,earnings next week nem cdns nxpi bro pkg prm msft googl mcd ups txn rtx mdlz mmm ubs meta tmus qcom bmy shop spot aapl amzn pfe mrk tmo intc vale roku xom abbv sony cvx many
2022-07-20 20:14:30+00:00,"These are the days we wait for +$343K 🚀🖨️

Notes: Rolled profits from yesterday into calls and had a great day. Added $AMZN $SHOP $SQ $BA shares to commons acc for a shorter swing. I'll hold as long as $SPX &gt; 3890 

$SPX 3950C 4000C
$NVDA 175C 177.5C

Thank you @EliteOptions2 🌹 https://t.co/XoODhsxLtU",BA,The Boeing Company,day wait rocket printer note roll profit yesterday call great day add amzn shop share common acc shorter swing hold long spx spx nvda thank rise
2022-07-19 06:58:00+00:00,"🐳 news:

- $DAL x $BA
- Musk may countersue $TWTR
- $DIS worst stock in Dow
- Cramer rang NYSE bell = market red
- Semiconductor bill tomorrow
- Covid not in effect for $RCL, $CCL
- $NFLX possible 2-million loss subs
- $AAPL slow hiring, sued
- Futures: https://t.co/nH5RI9muk7 https://t.co/Gi0AbGsnbs",BA,The Boeing Company,spout whale news dal musk may countersue twtr dis bad stock dow cramer rang nyse bell market red semiconductor bill tomorrow covid not effect rcl ccl nflx possible million loss sub aapl slow hire sue future
2022-07-18 00:45:46+00:00,"TW #FocusList 🛰️

$AAPL Calls &gt;151.74 | Puts &lt;147.55
$BA Calls &gt;149.74 | Puts &lt;140.61
$LCID Calls &gt;20.73 | Puts &lt;18.25
$NVDA Calls &gt;160.37 | Puts &lt;147.28

Yellow = Trigger
Purple/Blue = Target

Good luck traders! https://t.co/9px2MnHoSV",BA,The Boeing Company,focuslist satellite aapl call put call put lcid call put nvda call put yellow trigger purple blue target good luck trader
2022-07-16 03:47:31+00:00,"The United States and Saudi Arabia signed 18 partnership agreements including deals with U.S. aerospace and defence firms Boeing, $BA, and Raytheon, $RTX, as well as healthcare companies Medtronic, $MDT, and Digital Diagnostics.",BA,The Boeing Company,united state saudi arabia sign partnership agreement include deal aerospace defence firm boeing raytheon rtx well healthcare company medtronic mdt digital diagnostics
2022-07-15 00:45:14+00:00,"DISCLAIMER: HIGH RISK #LottoFriday

Keep bets small. Risk what you can lose.

$BA 150C &gt;149.32 | 140P &lt;142.18
$CHWY 43C &gt;42.89 | 40P &lt;40.76
$NVDA 155C &gt;154.73 | 150P &lt;151.11
$TSLA 740C &gt;726.18 | 670P &lt;685.11

Above Green = Bullish
Below Red = Bearish

Good luck! 🎲 https://t.co/ZGPPfe7uNk",BA,The Boeing Company,disclaimer high risk lottofriday keep bet small risk lose chwy nvda tsla green bullish red bearish good luck game die
2022-07-13 00:26:48+00:00,"Here's the intro of today's #MarketOutlook video from 
@MarketScholars 

Watch the full video for free here:

https://t.co/kKsnCcFh40

Mentioned: $SPY $SPX $QQQ $IWM $RUT $USO $GLD $BTC $EEM $EFA $TNX $AAPL $TXN $XEL $CRSP $CMI $INTC $AMGN $GLW $TROW $SNPS $K $TWTR $BA $LUV $UNP https://t.co/fPtfBLXSPY",BA,The Boeing Company,here's intro today's marketoutlook video watch full video free mention spy spx qqq iwm rut uso gld btc eem efa tnx aapl txn xel crsp cmi intc amgn glw trow snp twtr luv unp
2022-07-12 22:14:01+00:00,"7/13 Watchlist 🔮

$GOOGL 2350c &gt; 2302.50 | 2220p &lt; 2266.50
$AMZN 112c &gt; 110.55 | 107p &lt; 108.35
$BA 150c &gt; 148.55 | 145p &lt; 145.95
$CHWY 44c &gt; 43.25 | 41p &lt; 42.05
$CRWD 180c &gt; 176.40 | 170p &lt; 171.80",BA,The Boeing Company,watchlist crystal ball googl amzn chwy crwd
2022-07-10 12:27:28+00:00,$TGT $CCL $BA $AMD $AMZN are some of my favorite setups this week....aside from the vol plays ill trade on midcaps posted all these setups past two days so check them out.,BA,The Boeing Company,tgt ccl amd amzn favorite setup week aside vol play ill trade midcaps post setup past two day check
2022-07-09 16:53:44+00:00,"CPI Data coming next week. 

Who's ready to checkout options flow data and dark pool activity from Friday? 

100 ❤️ if you are ready for it. 

$SPY $QQQ $AAPL $AMZN $TSLA $META $SQ $BABA $JD $TWLO $ETSY $BA $AAL $GME",BA,The Boeing Company,cpi data come next week who's ready checkout option flow data dark pool activity friday red heart ready spy qqq aapl amzn tsla meta baba twlo etsy aal gme
2022-07-08 10:56:07+00:00,"$BA Boeing remains below the Fibonacci GP which it rejected perfectly on Thursday. 
⏰Alert set for a break.⏰
Educate yourself and find the anchors for this Fib Pull. https://t.co/H0XQKMdLu5",BA,The Boeing Company,boeing remains fibonacci reject perfectly thursday alarm clock alert set break alarm clock educate find anchor fib pull
2022-07-07 18:32:41+00:00,"100% FREE 👇 

https://t.co/cDO4uFX42f

$SPX $QQQ $SPY $AAPL $BABA $NFLX $BA $COST $TSLA $SQ $FB $GLD $BAC $MRNA $ZM $PTON $NVAX $NVDA $PYPL $NKLA $AMD $AMZN $MSFT  $SNAP $CCL $DAL $BABA $TWTR $NOK $CSCO $PENN $INTC $ACB $CRON $LUV $INO $NIO $VIX $F $GE $TWTR $RCL $MU $DIS",BA,The Boeing Company,free backhand index point spx qqq spy aapl baba nflx cost tsla gld bac mrna pton nvax nvda pypl nkla amd amzn msft snap ccl dal baba twtr nok csco penn intc acb cron luv ino nio vix twtr rcl dis
2022-07-07 13:51:00+00:00,"Virgin Galactic, $SPCE, announces deal with Boeing, $BA, subsidiary to build additional aircraft ""motherships.""",BA,The Boeing Company,virgin galactic spce announces deal boeing subsidiary build additional aircraft motherships
2022-07-06 20:05:32+00:00,"Virgin Galactic $SPCE signs a deal with Boeing $BA subsidiary Aurora Flight Sciences to build two additional carrier aircraft (or ""motherships""), with the first of the two expected to fly in 2025:
https://t.co/81KrBN1Dsw",BA,The Boeing Company,virgin galactic spce sign deal boeing subsidiary aurora flight science build two additional carrier aircraft motherships first two expect fly
2022-07-01 16:51:24+00:00,"*BOEING: DISAPPOINTING THAT GEOPOLITICS CONSTRAINS US EXPORTS

*BOEING: WE ARE HOPEFUL DELIVERIES TO CHINA WILL RESUME PROMPTLY
 $BA",BA,The Boeing Company,boeing disappoint geopolitics constrains export boeing hopeful delivery china resume promptly
2022-06-26 23:03:03+00:00,"$TSLA - Over 729 - Trade Idea 💡 -  July 1 800C

Closed at 737.12

TSLA needs through 752 to move towards 800-821

Avg trade under 800

Calls can work above 729 or 752 this week
-
$AAPL $AFRM $AMD $AMZN $BA $FB $LCID $MSFT $NFLX $NIO $GS $NVDA $ROKU $UPST $SPX $SPY $ZM $LRCX https://t.co/czpoSYKEef",BA,The Boeing Company,tsla trade idea light bulb july close tsla need move towards avg trade call work week aapl afrm amd amzn lcid msft nflx nio nvda roku upst spx spy lrcx
2022-06-21 02:18:46+00:00,"Here are my zones for tomorrow: 

$AAPL $BA $TSLA $NVDA

325 ❤️'s for my $SPY thesis https://t.co/w7COo626Wv",BA,The Boeing Company,zone tomorrow aapl tsla nvda red heart spy thesis
2022-06-19 16:12:26+00:00,"AIR INDIA IN TALKS WITH AIRBUS, BOEING TO BUY UP TO 300 NARROWBODY JETS -SOURCES
$BA",BA,The Boeing Company,air india talk airbus boeing buy narrowbody jet source
2022-06-16 14:16:02+00:00,1 ❤️ and I’ll take $BA to $150 by Next Friday,BA,The Boeing Company,red heart take next friday
2022-06-15 00:21:11+00:00,"Here's the intro of today's #MarketOutlook video from 
@MarketScholars 

Watch the full video for free here:

https://t.co/oRYtVYqnd7

Mentioned: $SPY $SPX $QQQ $IWM $RUT $UUP $TLT $TNX $EEM $EFA $USO $FXI $BABA $PDD $AMZN $ORCL $FDX $UPS $MPWR $BA $KO $PG $NVDA $AAPL $XLU $TROW https://t.co/5LbEv48LlX",BA,The Boeing Company,here's intro today's marketoutlook video watch full video free mention spy spx qqq iwm rut uup tlt tnx eem efa uso fxi baba pdd amzn orcl fdx ups mpwr nvda aapl xlu trow
2022-06-13 21:34:53+00:00,Gouging at the Boeing credit default swap desk shall be vigorously investigated! $BA @PlugInFUD @ewarren @BernieSanders https://t.co/T58sygfqc9,BA,The Boeing Company,gouge boeing credit default swap desk shall vigorously investigate
2022-06-13 19:41:50+00:00,"$BA CEO says airplane demand is ""as robust as I have ever seen""",BA,The Boeing Company,ceo say airplane demand robust ever see
2022-06-12 23:03:03+00:00,"$TSLA - Under 686 - Trade Idea 💡 -  June 17 620P

Closed at 696.69

If TSLA fails to hold 686 this week it can back test 629, 600 this month.

Under 600 can drop to 546, 527
-
$AAPL $AFRM $AMD $AMZN $BA $FB $LCID $MSFT $NFLX $NIO $ES_F $NVDA $ROKU $UPST $SPX $SPY $TGT $ZM $LRCX https://t.co/IbaCWglRMS",BA,The Boeing Company,tsla trade idea light bulb june close tsla fails hold week back test month drop aapl afrm amd amzn lcid msft nflx nio es_f nvda roku upst spx spy tgt lrcx
2022-06-10 23:37:53+00:00,"Have a great weekend everyone!

I’ll be taking a much needed vacation all of next week. I’d encourage each of you to practice creating your own watchlists and building trust in yourself. 

My favorite setups: $MU $NVDA $GOOGL $CHWY $PANW $ETSY $BA $SQ",BA,The Boeing Company,great weekend everyone take much need vacation next week encourage practice create watchlists building trust favorite setup nvda googl chwy panw etsy
